1560953593.821207 server started (83070): version 2.7, socket /private/tmp/tmux-501/default, protocol 8
1560953593.821255 on Darwin 18.6.0 Darwin Kernel Version 18.6.0: Thu Apr 25 23:16:27 PDT 2019; root:xnu-4903.261.4~2/RELEASE_X86_64; libevent 2.1.8-stable (select)
1560953593.823064 add peer 0x108201000: 9 (0x7f9ccb003800)
1560953593.823102 new client 0x7f9ccb003800
1560953593.823193 loading /usr/local/etc/tmux.conf
1560953593.823214 loading /Users/james/.tmux.conf
1560953593.823482 /Users/james/.tmux.conf: source-file "${HOME}/configs/.tmux.conf"
1560953593.823519 /Users/james/.tmux.conf: source-file "${HOME}/.tmux-themepack/powerline/block/cyan.tmuxtheme"
1560953593.823559 server loop enter
1560953595.178143 /dev/ttys007: \n
1560953595.178151 /dev/ttys007: \033[38;5;232m
1560953595.178158 /dev/ttys007: \033[48;5;39m
1560953595.178163 /dev/ttys007: \033[1m
1560953595.178168 /dev/ttys007:  0 
1560953595.178174 /dev/ttys007: \033(B\033[m
1560953595.178180 /dev/ttys007: \033[38;5;39m
1560953595.178186 /dev/ttys007: \033[48;5;240m
1560953595.178191 /dev/ttys007: \356\202\260
1560953595.178196 /dev/ttys007: \033[38;5;233m
1560953595.178201 /dev/ttys007:  james 
1560953595.178208 /dev/ttys007: \033[38;5;240m
1560953595.178214 /dev/ttys007: \033[48;5;235m
1560953595.178219 /dev/ttys007: \356\202\260 0:0 
1560953595.178224 /dev/ttys007: \033[38;5;235m
1560953595.178231 /dev/ttys007: \033[48;5;233m
1560953595.178236 /dev/ttys007: \356\202\260
1560953595.178244 /dev/ttys007: \033[38;5;240m
1560953595.178250 /dev/ttys007:                                                                                               
1560953595.178256 /dev/ttys007: \033[38;5;232m
1560953595.178262 /dev/ttys007: \033[48;5;39m
1560953595.178267 /dev/ttys007:  0:[tmux]* 
1560953595.178275 /dev/ttys007: \033[38;5;240m
1560953595.178281 /dev/ttys007: \033[48;5;233m
1560953595.178287 /dev/ttys007:                                                                                                
1560953595.178293 /dev/ttys007: \033[38;5;235m
1560953595.178298 /dev/ttys007: \356\202\262
1560953595.178304 /dev/ttys007: \033[38;5;240m
1560953595.178310 /dev/ttys007: \033[48;5;235m
1560953595.178315 /dev/ttys007:  10:13:15 \356\202\262
1560953595.178322 /dev/ttys007: \033[38;5;233m
1560953595.178327 /dev/ttys007: \033[48;5;240m
1560953595.178332 /dev/ttys007:  19-Jun-19 
1560953595.178338 /dev/ttys007: \033[38;5;245m
1560953595.178343 /dev/ttys007: \356\202\262
1560953595.178350 /dev/ttys007: \033[38;5;232m
1560953595.178356 /dev/ttys007: \033[48;5;245m
1560953595.178361 /dev/ttys007: \033[1m
1560953595.178367 /dev/ttys007:  Jamess-MacBook-Pro-2.local
1560953595.178372 /dev/ttys007:  
1560953595.178377 /dev/ttys007: \033(B\033[m
1560953595.178383 /dev/ttys007: redraw added 964 bytes
1560953595.178389 /dev/ttys007: \033[1;1H
1560953595.178396 /dev/ttys007: \033[?12l\033[?25h
1560953595.178408 @0 active pane changed
1560953595.178503 format '#{pane_current_command}' -> 'zsh'
1560953595.178513 format '' -> ''
1560953595.178520 format '#{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}' -> 'zsh'
1560953595.178546 @0 new name zsh (was [tmux])
1560953595.178553 cmd_find_from_window: s=$0
1560953595.178559 cmd_find_from_window: wl=0 1 w=@0 zsh
1560953595.178563 cmd_find_from_window: wp=%0
1560953595.178567 cmd_find_from_window: idx=0
1560953595.178572 window_add_ref: @0 notify_add, now 2
1560953595.178582 session_add_ref: 0 notify_add, now 2
1560953595.178654 /dev/ttys007: wrote 982 bytes (of 982)
1560953595.178663 /dev/ttys007: waiting for redraw, 0 bytes left
1560953595.178677 %0 has 18 bytes
1560953595.178683 @0 alerts timer reset 0
1560953595.178690 screen_write_start: size 270x79, pane %0
1560953595.178696 input_parse: %0 ground, 18 bytes: \033[1;5;31mt(._.t)\r\n
1560953595.178707 input_csi_dispatch: 'm' "" "1;5;31"
1560953595.178712 parameter 0: number 1
1560953595.178717 parameter 1: number 5
1560953595.178721 parameter 2: number 31
1560953595.178736 screen_write_collect_end: 7 t(._.t) (at 0,0)
1560953595.178748 input_c0_dispatch: '\r'
1560953595.178754 input_c0_dispatch: '\n'
1560953595.178762 screen_write_linefeed: at 0,0 (region 0-78)
1560953595.178773 /dev/ttys007: \033[31m
1560953595.178780 /dev/ttys007: \033[40m
1560953595.178785 /dev/ttys007: \033[1m
1560953595.178791 /dev/ttys007: \033[5m
1560953595.178796 /dev/ttys007: t(._.t)
1560953595.178804 screen_write_collect_flush: flushed 1 items (7 bytes)
1560953595.178810 screen_write_stop: 7 cells (7 written, 0 skipped)
1560953595.178818 job write 0x7f9ccaf0acb0: whoami, pid 83478, output left 0
1560953595.178827 cmdq_next <global>: enter
1560953595.178834 cmdq_next <global>: callback[notify_callback] (1), flags 0
1560953595.178846 notify_callback: window-renamed
1560953595.178855 window_remove_ref: @0 notify_callback, now 1
1560953595.178861 session_remove_ref: 0 notify_callback, now 1
1560953595.178867 cmdq_next <global>: exit (empty)
1560953595.178873 cmdq_next <0x7f9ccb003800>: empty
1560953595.178878 cmdq_next <global>: empty
1560953595.178884 cmdq_next <0x7f9ccb003800>: empty
1560953595.178893 screen_write_start: size 270x1, no pane
1560953595.178916 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953595.178923 screen_write_stop: 270 cells (270 written, 0 skipped)
1560953595.179306 format 'whoami' -> 'whoami'
1560953595.179322 format 'james' -> 'james'
1560953595.179345 format '#[fg=colour232,bg=colour39,bold] #S #[fg=colour39,bg=colour240,nobold]\356\202\260#[fg=colour233,bg=colour240] #(whoami) #[fg=colour240,bg=colour235]\356\202\260#[fg=colour240,bg=colour235] #I:#P #[fg=colour235,bg=colour233,nobold]\356\202\260' -> '#[fg=colour232,bg=colour39,bold] 0 #[fg=colour39,bg=colour240,nobold]\356\202\260#[fg=colour233,bg=colour240] james #[fg=colour240,bg=colour235]\356\202\260#[fg=colour240,bg=colour235] 0:0 #[fg=colour235,bg=colour233,nobold]\356\202\260'
1560953595.179388 unref client 0x7f9ccb003800 (2 references)
1560953595.179786 format '#[fg=colour235,bg=colour233]\356\202\262#[fg=colour240,bg=colour235] 10:13:15 #[fg=colour240,bg=colour235]\356\202\262#[fg=colour233,bg=colour240] 19-Jun-19 #[fg=colour245,bg=colour240]\356\202\262#[fg=colour232,bg=colour245,bold] #H ' -> '#[fg=colour235,bg=colour233]\356\202\262#[fg=colour240,bg=colour235] 10:13:15 #[fg=colour240,bg=colour235]\356\202\262#[fg=colour233,bg=colour240] 19-Jun-19 #[fg=colour245,bg=colour240]\356\202\262#[fg=colour232,bg=colour245,bold] Jamess-MacBook-Pro-2.local '
1560953595.179835 unref client 0x7f9ccb003800 (2 references)
1560953595.180128 format ' #I:#W#F ' -> ' 0:zsh* '
1560953595.180177 unref client 0x7f9ccb003800 (2 references)
1560953595.180191 screen_write_start: size 8x1, no pane
1560953595.180201 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953595.180208 screen_write_stop: 8 cells (8 written, 0 skipped)
1560953595.180216 screen_write_start: size 270x1, no pane
1560953595.180242 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953595.180288 screen_write_stop: 70 cells (70 written, 0 skipped)
1560953595.180329 /dev/ttys007: \033[?25l
1560953595.180344 /dev/ttys007: \033[80;1H
1560953595.180351 /dev/ttys007: \033(B\033[m
1560953595.180359 /dev/ttys007: \033[38;5;232m
1560953595.180366 /dev/ttys007: \033[48;5;39m
1560953595.180371 /dev/ttys007: \033[1m
1560953595.180377 /dev/ttys007:  0 
1560953595.180383 /dev/ttys007: \033(B\033[m
1560953595.180391 /dev/ttys007: \033[38;5;39m
1560953595.180398 /dev/ttys007: \033[48;5;240m
1560953595.180403 /dev/ttys007: \356\202\260
1560953595.180410 /dev/ttys007: \033[38;5;233m
1560953595.180415 /dev/ttys007:  james 
1560953595.180423 /dev/ttys007: \033[38;5;240m
1560953595.180429 /dev/ttys007: \033[48;5;235m
1560953595.180435 /dev/ttys007: \356\202\260 0:0 
1560953595.180441 /dev/ttys007: \033[38;5;235m
1560953595.180447 /dev/ttys007: \033[48;5;233m
1560953595.180453 /dev/ttys007: \356\202\260
1560953595.180461 /dev/ttys007: \033[38;5;240m
1560953595.180468 /dev/ttys007:                                                                                                 
1560953595.180475 /dev/ttys007: \033[38;5;232m
1560953595.180481 /dev/ttys007: \033[48;5;39m
1560953595.180487 /dev/ttys007:  0:zsh* 
1560953595.180496 /dev/ttys007: \033[38;5;240m
1560953595.180503 /dev/ttys007: \033[48;5;233m
1560953595.180509 /dev/ttys007:                                                                                                 
1560953595.180515 /dev/ttys007: \033[38;5;235m
1560953595.180524 /dev/ttys007: \356\202\262
1560953595.180530 /dev/ttys007: \033[38;5;240m
1560953595.180537 /dev/ttys007: \033[48;5;235m
1560953595.180543 /dev/ttys007:  10:13:15 \356\202\262
1560953595.180550 /dev/ttys007: \033[38;5;233m
1560953595.180556 /dev/ttys007: \033[48;5;240m
1560953595.180561 /dev/ttys007:  19-Jun-19 
1560953595.180567 /dev/ttys007: \033[38;5;245m
1560953595.180572 /dev/ttys007: \356\202\262
1560953595.180579 /dev/ttys007: \033[38;5;232m
1560953595.180586 /dev/ttys007: \033[48;5;245m
1560953595.180592 /dev/ttys007: \033[1m
1560953595.180597 /dev/ttys007:  Jamess-MacBook-Pro-2.local
1560953595.180603 /dev/ttys007:  
1560953595.180609 /dev/ttys007: \033(B\033[m
1560953595.180616 /dev/ttys007: \033[2;1H
1560953595.180622 /dev/ttys007: \033[?12l\033[?25h
1560953595.180628 @0 active pane changed
1560953595.180634 @0 name timer queued (497781 left)
1560953595.180696 /dev/ttys007: wrote 603 bytes (of 603)
1560953595.180705 cmdq_next <global>: empty
1560953595.180712 cmdq_next <0x7f9ccb003800>: empty
1560953595.180718 @0 active pane changed
1560953595.180725 @0 name timer already queued (497691 left)
1560953595.185843 format_job_update: 0x7f9ccaf0b410 whoami: james
1560953595.185867 server_signal: Child exited: 20
1560953595.186000 job died 0x7f9ccaf0acb0: whoami, pid 83478
1560953595.186013 cmdq_next <global>: empty
1560953595.186020 cmdq_next <0x7f9ccb003800>: empty
1560953595.186029 @0 active pane changed
1560953595.186036 @0 name timer already queued (492380 left)
1560953595.186068 job error 0x7f9ccaf0acb0: whoami, pid -1
1560953595.186077 format_job_complete: 0x7f9ccaf0b410 whoami: 
1560953595.186083 free job 0x7f9ccaf0acb0: whoami
1560953595.186214 cmdq_next <global>: empty
1560953595.186223 cmdq_next <0x7f9ccb003800>: empty
1560953595.186233 screen_write_start: size 270x1, no pane
1560953595.186258 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953595.186264 screen_write_stop: 270 cells (270 written, 0 skipped)
1560953595.186579 format 'whoami' -> 'whoami'
1560953595.186590 format 'james' -> 'james'
1560953595.186608 format '#[fg=colour232,bg=colour39,bold] #S #[fg=colour39,bg=colour240,nobold]\356\202\260#[fg=colour233,bg=colour240] #(whoami) #[fg=colour240,bg=colour235]\356\202\260#[fg=colour240,bg=colour235] #I:#P #[fg=colour235,bg=colour233,nobold]\356\202\260' -> '#[fg=colour232,bg=colour39,bold] 0 #[fg=colour39,bg=colour240,nobold]\356\202\260#[fg=colour233,bg=colour240] james #[fg=colour240,bg=colour235]\356\202\260#[fg=colour240,bg=colour235] 0:0 #[fg=colour235,bg=colour233,nobold]\356\202\260'
1560953595.186649 unref client 0x7f9ccb003800 (2 references)
1560953595.186944 format '#[fg=colour235,bg=colour233]\356\202\262#[fg=colour240,bg=colour235] 10:13:15 #[fg=colour240,bg=colour235]\356\202\262#[fg=colour233,bg=colour240] 19-Jun-19 #[fg=colour245,bg=colour240]\356\202\262#[fg=colour232,bg=colour245,bold] #H ' -> '#[fg=colour235,bg=colour233]\356\202\262#[fg=colour240,bg=colour235] 10:13:15 #[fg=colour240,bg=colour235]\356\202\262#[fg=colour233,bg=colour240] 19-Jun-19 #[fg=colour245,bg=colour240]\356\202\262#[fg=colour232,bg=colour245,bold] Jamess-MacBook-Pro-2.local '
1560953595.186988 unref client 0x7f9ccb003800 (2 references)
1560953595.187274 format ' #I:#W#F ' -> ' 0:zsh* '
1560953595.187319 unref client 0x7f9ccb003800 (2 references)
1560953595.187330 screen_write_start: size 8x1, no pane
1560953595.187338 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953595.187344 screen_write_stop: 8 cells (8 written, 0 skipped)
1560953595.187350 screen_write_start: size 270x1, no pane
1560953595.187375 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953595.187380 screen_write_stop: 70 cells (70 written, 0 skipped)
1560953595.187391 @0 active pane changed
1560953595.187396 @0 name timer already queued (491020 left)
1560953595.354743 /dev/ttys007: read 1 bytes (already 0)
1560953595.354765 /dev/ttys007: keys are 1 (a)
1560953595.354770 /dev/ttys007: next key is 1 (a) (expired=0)
1560953595.354776 /dev/ttys007: complete key a 0x61
1560953595.354785 session 0 activity 1560953595.354783 (last 1560953595.175109)
1560953595.354792 cmd_find_from_session: s=$0
1560953595.354796 cmd_find_from_session: wl=0 1 w=@0 zsh
1560953595.354800 cmd_find_from_session: wp=%0
1560953595.354804 cmd_find_from_session: idx=none
1560953595.354808 session 0 not pasting
1560953595.354814 key table root (pane %0)
1560953595.354819 not found in key table root
1560953595.354825 writing key 0x61 (a) to %0
1560953595.354838 cmdq_next <global>: empty
1560953595.354843 cmdq_next <0x7f9ccb003800>: empty
1560953595.354850 @0 active pane changed
1560953595.354854 @0 name timer already queued (323561 left)
1560953595.354874 cmdq_next <global>: empty
1560953595.354878 cmdq_next <0x7f9ccb003800>: empty
1560953595.354883 @0 active pane changed
1560953595.354887 @0 name timer already queued (323528 left)
1560953595.354900 %0 has 1 bytes
1560953595.354905 @0 alerts timer reset 0
1560953595.354911 screen_write_start: size 270x79, pane %0
1560953595.354915 input_parse: %0 ground, 1 bytes: a
1560953595.354920 screen_write_collect_end: 1 a (at 0,1)
1560953595.354930 /dev/ttys007: \033[31m
1560953595.354936 /dev/ttys007: \033[40m
1560953595.354940 /dev/ttys007: \033[1m
1560953595.354943 /dev/ttys007: \033[5m
1560953595.354947 /dev/ttys007: a
1560953595.354952 screen_write_collect_flush: flushed 1 items (1 bytes)
1560953595.354956 screen_write_stop: 1 cells (1 written, 0 skipped)
1560953595.354960 cmdq_next <global>: empty
1560953595.354964 cmdq_next <0x7f9ccb003800>: empty
1560953595.354969 /dev/ttys007: \033(B\033[m
1560953595.354973 @0 active pane changed
1560953595.354977 @0 name timer already queued (323438 left)
1560953595.354994 /dev/ttys007: wrote 25 bytes (of 25)
1560953595.355001 cmdq_next <global>: empty
1560953595.355007 cmdq_next <0x7f9ccb003800>: empty
1560953595.355013 @0 active pane changed
1560953595.355018 @0 name timer already queued (323397 left)
1560953595.679129 @0 name timer expired
1560953595.679157 cmdq_next <global>: empty
1560953595.679165 cmdq_next <0x7f9ccb003800>: empty
1560953595.679175 @0 active pane changed
1560953595.679227 format '#{pane_current_command}' -> 'zsh'
1560953595.679236 format '' -> ''
1560953595.679242 format '#{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}' -> 'zsh'
1560953595.679261 @0 name not changed (still zsh)
1560953595.839741 client 0x7f9ccb003800, status interval 1
1560953595.839768 cmdq_next <global>: empty
1560953595.839775 cmdq_next <0x7f9ccb003800>: empty
1560953595.839784 screen_write_start: size 270x1, no pane
1560953595.839802 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953595.839808 screen_write_stop: 270 cells (270 written, 0 skipped)
1560953595.840039 format 'whoami' -> 'whoami'
1560953595.840048 format 'james' -> 'james'
1560953595.840061 format '#[fg=colour232,bg=colour39,bold] #S #[fg=colour39,bg=colour240,nobold]\356\202\260#[fg=colour233,bg=colour240] #(whoami) #[fg=colour240,bg=colour235]\356\202\260#[fg=colour240,bg=colour235] #I:#P #[fg=colour235,bg=colour233,nobold]\356\202\260' -> '#[fg=colour232,bg=colour39,bold] 0 #[fg=colour39,bg=colour240,nobold]\356\202\260#[fg=colour233,bg=colour240] james #[fg=colour240,bg=colour235]\356\202\260#[fg=colour240,bg=colour235] 0:0 #[fg=colour235,bg=colour233,nobold]\356\202\260'
1560953595.840090 unref client 0x7f9ccb003800 (2 references)
1560953595.840295 format '#[fg=colour235,bg=colour233]\356\202\262#[fg=colour240,bg=colour235] 10:13:15 #[fg=colour240,bg=colour235]\356\202\262#[fg=colour233,bg=colour240] 19-Jun-19 #[fg=colour245,bg=colour240]\356\202\262#[fg=colour232,bg=colour245,bold] #H ' -> '#[fg=colour235,bg=colour233]\356\202\262#[fg=colour240,bg=colour235] 10:13:15 #[fg=colour240,bg=colour235]\356\202\262#[fg=colour233,bg=colour240] 19-Jun-19 #[fg=colour245,bg=colour240]\356\202\262#[fg=colour232,bg=colour245,bold] Jamess-MacBook-Pro-2.local '
1560953595.840325 unref client 0x7f9ccb003800 (2 references)
1560953595.840548 format ' #I:#W#F ' -> ' 0:zsh* '
1560953595.840577 unref client 0x7f9ccb003800 (2 references)
1560953595.840586 screen_write_start: size 8x1, no pane
1560953595.840595 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953595.840601 screen_write_stop: 8 cells (8 written, 0 skipped)
1560953595.840606 screen_write_start: size 270x1, no pane
1560953595.840624 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953595.840630 screen_write_stop: 70 cells (70 written, 0 skipped)
1560953595.840645 @0 active pane not changed
1560953596.359634 %0 has 294 bytes
1560953596.359655 @0 alerts timer reset 0
1560953596.359664 screen_write_start: size 270x79, pane %0
1560953596.359673 input_parse: %0 ground, 294 bytes: \033[1m\033[3m%\033[23m\033[1m\033[0m                                                                                                                                                                                                                                                                             \r \r
1560953596.359681 input_csi_dispatch: 'm' "" "1"
1560953596.359687 parameter 0: number 1
1560953596.359694 input_csi_dispatch: 'm' "" "3"
1560953596.359700 parameter 0: number 3
1560953596.359706 screen_write_collect_end: 1 % (at 1,1)
1560953596.359712 input_csi_dispatch: 'm' "" "23"
1560953596.359718 parameter 0: number 23
1560953596.359723 input_csi_dispatch: 'm' "" "1"
1560953596.359729 parameter 0: number 1
1560953596.359734 input_csi_dispatch: 'm' "" "0"
1560953596.359739 parameter 0: number 0
1560953596.359750 screen_write_collect_end: 255                                                                                                                                                                                                                                                                 (at 2,1)
1560953596.359759 screen_write_collect_end: 13               (at 257,1)
1560953596.359764 screen_write_collect_add: wrapped at 270,1
1560953596.359770 screen_write_linefeed: at 270,1 (region 0-78)
1560953596.359776 screen_write_collect_end: 1   (at 0,2)
1560953596.359781 input_c0_dispatch: '\r'
1560953596.359787 screen_write_collect_end: 1   (at 0,2)
1560953596.359792 input_c0_dispatch: '\r'
1560953596.359802 /dev/ttys007: \033[31m
1560953596.359809 /dev/ttys007: \033[40m
1560953596.359814 /dev/ttys007: \033[1m
1560953596.359819 /dev/ttys007: \033[7m
1560953596.359824 /dev/ttys007: \033[5m
1560953596.359829 /dev/ttys007: %
1560953596.359835 /dev/ttys007: \033(B\033[m
1560953596.359841 /dev/ttys007: \033[38;5;255m
1560953596.359847 /dev/ttys007: \033[40m
1560953596.359854 /dev/ttys007:                                                                                                                                                                                                                                                                
1560953596.359860 /dev/ttys007:              
1560953596.359866 tty_cursor_pane_unless_wrap: will wrap at 270,1
1560953596.359871 /dev/ttys007:  
1560953596.359876 /dev/ttys007: \r
1560953596.359882 /dev/ttys007:  
1560953596.359887 screen_write_collect_flush: flushed 5 items (271 bytes)
1560953596.359893 screen_write_stop: 271 cells (271 written, 0 skipped)
1560953596.359900 cmdq_next <global>: empty
1560953596.359906 cmdq_next <0x7f9ccb003800>: empty
1560953596.359912 /dev/ttys007: \r
1560953596.359918 /dev/ttys007: \033(B\033[m
1560953596.359924 @0 active pane changed
1560953596.359971 format '#{pane_current_command}' -> 'zsh'
1560953596.359980 format '' -> ''
1560953596.359986 format '#{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}' -> 'zsh'
1560953596.360004 @0 name not changed (still zsh)
1560953596.360025 %0 has 13 bytes
1560953596.360031 @0 alerts timer reset 0
1560953596.360038 screen_write_start: size 270x79, pane %0
1560953596.360044 input_parse: %0 ground, 13 bytes: \033k~/configs\033\\
